first_name,last_name,doi,putcode,source,type,journal,volume,number,pages,issn,publisher,title,publication_year,romeo_colour,url_for_pdf,times_cited,authors
Raphael,Proulx,10.1111/jfb.12251,50461380,Scopus - Elsevier,journal-article,Journal of Fish Biology,84,1,31-44,0022-1112,Wiley,"Morphological variation in the freshwater blenny Salaria fluviatilis from Corsican rivers: Adaptive divergence, phenotypic plasticity or both?",2014,yellow,,4,"Magnan, P.*Proulx, R.*Berrebi, P.*Blondel, J.*Perret, P.*Roché, B."
Raphael,Proulx,10.1007/s10980-013-9946-1,50461352,Scopus - Elsevier,journal-article,Landscape Ecology,29,1,67-79,0921-2973,Springer Science and Business Media LLC,Riverscape heterogeneity explains spatial variation in zooplankton functional evenness and biomass in a large river ecosystem,2014,green,,14,"Massicotte, P.*Frenette, J.-J.*Proulx, R.*Pinel-Alloul, B.*Bertolo, A."
Raphael,Proulx,10.1111/icad.12063,50461392,Scopus - Elsevier,journal-article,Insect Conservation and Diversity,7,5,413-419,1752-458X,Wiley,The biogeography of insects' length-dry mass relationships,2014,yellow,,4,"Martin, C.A.*Proulx, R.*Magnan, P."
Raphael,Proulx,10.1016/j.ppees.2013.07.002,50461391,Scopus - Elsevier,journal-article,Perspectives in Plant Ecology Evolution and Systematics,15,5,281-291,1433-8319,Elsevier BV,A novel comparative research platform designed to determine the functional significance of tree species diversity in European forests,2013,green,https://digital.csic.es/bitstream/10261/125748/1/accesoRestringido.pdf,109,"Baeten, L.*Verheyen, K.*Wirth, C.*Bruelheide, H.*Bussotti, F.*Finér, L.*Jaroszewicz, B.*Selvi, F.*Valladares, F.*Allan, E.*Ampoorter, E.*Auge, H.*Avǎcǎriei, D.*Barbaro, L.*Bǎrnoaiea, I.*Bastias, C.C.*Bauhus, J.*Beinhoff, C.*Benavides, R.*Benneter, A.*Berger, S.*Berthold, F.*Boberg, J.*Bonal, D.*Brüggemann, W.*Carnol, M.*Castagneyrol, B.*Charbonnier, Y.*Chećko, E.*Coomes, D.*Coppi, A.*Dalmaris, E.*Dǎnilǎ, G.*Dawud, S.M.*de Vries, W.*De Wandeler, H.*Deconchat, M.*Domisch, T.*Duduman, G.*Fischer, M.*Fotelli, M.*Gessler, A.*Gimeno, T.E.*Granier, A.*Grossiord, C.*Guyot, V.*Hantsch, L.*Hättenschwiler, S.*Hector, A.*Hermy, M.*Holland, V.*Jactel, H.*Joly, F.-X.*Jucker, T.*Kolb, S.*Koricheva, J.*Lexer, M.J.*Liebergesell, M.*Milligan, H.*Müller, S.*Muys, B.*Nguyen, D.*Nichiforel, L.*Pollastrini, M.*Proulx, R.*Rabasa, S.*Radoglou, K.*Ratcliffe, S.*Raulund-Rasmussen, K.*Seiferling, I.*Stenlid, J.*Vesterdal, L.*von Wilpert, K.*Zavala, M.A.*Zielinski, D.*Scherer-Lorenzen, M."
Raphael,Proulx,10.1016/j.ecolind.2013.01.036,50461386,Scopus - Elsevier,journal-article,Ecological Indicators,,,,1470-160X,Elsevier BV,"Fall synchrony between leaf color change and brook trout spawning in the Laurentides Wildlife Reserve (Québec, Canada) as potential environmental integrators",2013,green,,6,"Pépino, M.*Proulx, R.*Magnan, P."
Raphael,Proulx,10.1016/j.jenvman.2011.12.015,50461377,Scopus - Elsevier,journal-article,Journal of Environmental Management,98,1,119-126,0301-4797,Elsevier BV,A multivariate analysis for evaluating the environmental and economical aspects of agroecosystem sustainability in central Italy,2012,green,,10,"Di Felice, V.*Mancinelli, R.*Proulx, R.*Campiglia, E."
Raphael,Proulx,10.1111/j.1469-8137.2012.04287.x,50461354,Scopus - Elsevier,journal-article,New Phytologist,196,2,497-509,0028-646X,Wiley,Habitat filtering and niche differentiation jointly explain species relative abundance within grassland communities along fertility and disturbance gradients,2012,yellow,,113,"Maire, V.*Gross, N.*Börger, L.*Proulx, R.*Wirth, C.*Pontes, L.S.*Soussana, J.-F.*Louault, F."
Raphael,Proulx,10.1111/j.1523-1739.2011.01674.x,50461385,Scopus - Elsevier,journal-article,Conservation Biology,26,4,610-618,0888-8892,Wiley,Measuring Protected-Area Isolation and Correlations of Isolation with Land-Use Intensity and Protection Status,2012,yellow,http://www.archipel.uqam.ca/4274/1/Seiferling_2011.pdf,31,"Seiferling, I.S.*Proulx, R.*Peres-Neto, P.R.*Fahrig, L.*Messier, C."
Raphael,Proulx,10.1142/S0218127411029057,50461393,Scopus - Elsevier,journal-article,International Journal of Bifurcation and Chaos,21,4,997-1001,0218-1274,World Scientific Pub Co Pte Lt,Editorial,2011,yellow,,1,"Kulkarni, A.*Marwan, N.*Parrott, L.*Proulx, R.*Webber Jr., C.L."
Raphael,Proulx,10.1111/j.1365-2745.2011.01875.x,50461367,Scopus - Elsevier,journal-article,Journal of Ecology,99,6,1460-1469,0022-0477,Wiley,Identifying population- and community-level mechanisms of diversity-stability relationships in experimental grasslands,2011,yellow,,53,"Roscher, C.*Weigelt, A.*Proulx, R.*Marquard, E.*Schumacher, J.*Weisser, W.W.*Schmid, B."
Raphael,Proulx,10.1111/j.1365-2486.2011.02451.x,50461361,Scopus - Elsevier,journal-article,Global Change Biology,17,9,2905-2935,1354-1013,Wiley,TRY - a global database of plant traits,2011,yellow,http://europepmc.org/articles/pmc3627314?pdf=render,1177,"Kattge, J.*Díaz, S.*Lavorel, S.*Prentice, I.C.*Leadley, P.*Bönisch, G.*Garnier, E.*Westoby, M.*Reich, P.B.*Wright, I.J.*Cornelissen, J.H.C.*Violle, C.*Harrison, S.P.*Van Bodegom, P.M.*Reichstein, M.*Enquist, B.J.*Soudzilovskaia, N.A.*Ackerly, D.D.*Anand, M.*Atkin, O.*Bahn, M.*Baker, T.R.*Baldocchi, D.*Bekker, R.*Blanco, C.C.*Blonder, B.*Bond, W.J.*Bradstock, R.*Bunker, D.E.*Casanoves, F.*Cavender-Bares, J.*Chambers, J.Q.*Chapin, F.S.*Chave, J.*Coomes, D.*Cornwell, W.K.*Craine, J.M.*Dobrin, B.H.*Duarte, L.*Durka, W.*Elser, J.*Esser, G.*Estiarte, M.*Fagan, W.F.*Fang, J.*Fernández-Méndez, F.*Fidelis, A.*Finegan, B.*Flores, O.*Ford, H.*Frank, D.*Freschet, G.T.*Fyllas, N.M.*Gallagher, R.V.*Green, W.A.*Gutierrez, A.G.*Hickler, T.*Higgins, S.I.*Hodgson, J.G.*Jalili, A.*Jansen, S.*Joly, C.A.*Kerkhoff, A.J.*Kirkup, D.*Kitajima, K.*Kleyer, M.*Klotz, S.*Knops, J.M.H.*Kramer, K.*Kühn, I.*Kurokawa, H.*Laughlin, D.*Lee, T.D.*Leishman, M.*Lens, F.*Lenz, T.*Lewis, S.L.*Lloyd, J.*Llusià, J.*Louault, F.*Ma, S.*Mahecha, M.D.*Manning, P.*Massad, T.*Medlyn, B.E.*Messier, J.*Moles, A.T.*Müller, S.C.*Nadrowski, K.*Naeem, S.*Niinemets, Ü.*Nöllert, S.*Nüske, A.*Ogaya, R.*Oleksyn, J.*Onipchenko, V.G.*Onoda, Y.*Ordoñez, J.*Overbeck, G.*Ozinga, W.A.*Patiño, S.*Paula, S.*Pausas, J.G.*Peñuelas, J.*Phillips, O.L.*Pillar, V.*Poorter, H.*Poorter, L.*Poschlod, P.*Prinzing, A.*Proulx, R.*Rammig, A.*Reinsch, S.*Reu, B.*Sack, L.*Salgado-Negret, B.*Sardans, J.*Shiodera, S.*Shipley, B.*Siefert, A.*Sosinski, E.*Soussana, J.-F.*Swaine, E.*Swenson, N.*Thompson, K.*Thornton, P.*Waldram, M.*Weiher, E.*White, M.*White, S.*Wright, S.J.*Yguel, B.*Zaehle, S.*Zanne, A.E.*Wirth, C."
Raphael,Proulx,10.1111/j.1466-8238.2010.00621.x,50461358,Scopus - Elsevier,journal-article,Global Ecology and Biogeography,20,4,570-581,1466-822X,Wiley,The role of climate and plant functional trade-offs in shaping global biome and biodiversity patterns,2011,yellow,,39,"Reu, B.*Proulx, R.*Bohn, K.*Dyke, J.G.*Kleidon, A.*Pavlick, R.*Schmidtlein, S."
Raphael,Proulx,10.5194/bg-8-1255-2011,50461355,Scopus - Elsevier,journal-article,Biogeosciences,8,5,1255-1266,1726-4189,Copernicus GmbH,The role of plant functional trade-offs for biodiversity changes and biome shifts under scenarios of global climatic change,2011,green,https://www.biogeosciences.net/8/1255/2011/bg-8-1255-2011.pdf,20,"Reu, B.*Zaehle, S.*Proulx, R.*Bohn, K.*Kleidon, A.*Pavlick, R.*Schmidtlein, S."
Raphael,Proulx,10.1007/s10980-010-9523-9,50461362,Scopus - Elsevier,journal-article,Landscape Ecology,25,10,1479-1487,0921-2973,Springer Science and Business Media LLC,Detecting human-driven deviations from trajectories in landscape composition and configuration,2010,green,,27,"Proulx, R.*Fahrig, L."
Raphael,Proulx,10.1371/journal.pone.0013382,50461353,Scopus - Elsevier,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Diversity promotes temporal stability across levels of ecosystem organization in experimental grasslands,2010,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0013382&type=printable,64,"Proulx, R.*Wirth, C.*Voigt, W.*Weigelt, A.*Roscher, C.*Attinger, S.*Baade, J.*Barnard, R.L.*Buchmann, N.*Buscot, F.*Eisenhauer, N.*Fischer, M.*Gleixner, G.*Halle, S.*Hildebrandt, A.*Kowalski, E.*Kuu, A.*Lange, M.*Milcu, A.*Niklaus, P.A.*Oelmann, Y.*Rosenkranz, S.*Sabais, A.*Scherber, C.*Scherer-Lorenzen, M.*Scheu, S.*Schulze, E.-D.*Schumacher, J.*Schwichtenberg, G.*Soussana, J.-F.*Temperton, V.M.*Weisser, W.W.*Wilcke, W.*Schmid, B."
Raphael,Proulx,10.1111/j.1365-2699.2008.01990.x,50461384,Scopus - Elsevier,journal-article,Journal of Biogeography,36,3,561-562,0305-0270,Wiley,Accurate delineation of biogeographical regions depends on the use of an appropriate distance measure:,2009,yellow,,11,"Gagné, S.A.*Proulx, R."
Raphael,Proulx,10.1016/j.ecocom.2008.10.003,50461376,Scopus - Elsevier,journal-article,Ecological Complexity,6,1,37-47,1476-945X,Elsevier BV,Multivariate recurrence plots for visualizing and quantifying the dynamics of spatially extended ecosystems,2009,green,,10,"Proulx, R.*Côté, P.*Parrott, L."
Raphael,Proulx,10.1016/j.ecolind.2009.03.015,50461369,Scopus - Elsevier,journal-article,Ecological Indicators,9,6,1248-1256,1470-160X,Elsevier BV,"Structural complexity in digital images as an ecological indicator for monitoring forest dynamics across scale, space and time",2009,green,,13,"Proulx, R.*Parrott, L."
Raphael,Proulx,,50461349,Scopus - Elsevier,journal-article,,10,7,1037-1050,,,Emergent phenotypes: Association between morphology and coloration in fish,2008,,,,"Proulx, R.*St-Laurent, M.-H.*Parrott, L."
Raphael,Proulx,10.1016/j.ecolind.2007.02.005,50461374,Scopus - Elsevier,journal-article,Ecological Indicators,8,3,270-284,1470-160X,Elsevier BV,Measures of structural complexity in digital images for monitoring the ecological signature of an old-growth forest ecosystem,2008,green,,46,"Proulx, R.*Parrott, L."
Raphael,Proulx,10.1111/j.1365-2699.2008.02031.x,50461379,Scopus - Elsevier,journal-article,Journal of Biogeography,35,12,2149-2150,0305-0270,Wiley,Testing Holling's textural-discontinuity hypothesis,2008,yellow,,4,"Gagné, S.A.*Proulx, R.*Fahrig, L."
Raphael,Proulx,10.1016/j.ecoinf.2008.07.001,50461370,Scopus - Elsevier,journal-article,Ecological Informatics,3,6,343-353,1574-9541,Elsevier BV,Three-dimensional metrics for the analysis of spatiotemporal data in ecology,2008,green,,16,"Parrott, L.*Proulx, R.*Thibert-Plante, X."
Raphael,Proulx,10.1140/epjst/e2008-00838-0,50461375,Scopus - Elsevier,journal-article,The European Physical Journal Special Topics,164,1,117-126,1951-6355,Springer Science and Business Media LLC,Use of recurrence analysis to measure the dynamical stability of a multi-species community model,2008,green,,9,"Proulx, R.*Cöté, P.*Parrott, L."
Raphael,Proulx,10.1016/j.ecocom.2007.03.003,50461382,Scopus - Elsevier,journal-article,Ecological Complexity,4,3,85-92,1476-945X,Elsevier BV,Ecological complexity for unifying ecological theory across scales: A field ecologist's perspective,2007,green,,17,"Proulx, R."
Raphael,Proulx,10.1139/f05-041,50461383,Scopus - Elsevier,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,62,4,747-757,0706-652X,Canadian Science Publishing,Integrating the effects of fish exploitation and interspecific competition into current life history theories: An example with lacustrine brook trout (Salvelinus fontinalis) populations,2005,green,,16,"Magnan, P.*Proulx, R.*Plante, M."
Raphael,Proulx,,50461348,Scopus - Elsevier,journal-article,,6,4,503-522,,,Contribution of phenotypic plasticity and heredity to the trophic polymorphism of lacustrine brook charr (Salvelinus fontinalis M.),2004,,,,"Proulx, R.*Magnan, P."
Raphael,Proulx,10.1023/A:1016049820846,50461366,Scopus - Elsevier,journal-article,Environmental Biology of Fishes,64,1-3,127-136,0378-1909,Springer Nature,"Physiological performance of two forms of lacustrine brook charr, Salvelinus fontinalis, in the open-water habitat",2002,green,,17,"Proulx, R.*Magnan, P."
Anthony,Ricciardi,10.1111/ddi.12885,53815803,Scopus - Elsevier,journal-article,Diversity and Distributions,25,1,5-8,1366-9516,Wiley,Open access solutions for biodiversity journals: Do not replace one problem with another,2019,green,http://dro.deakin.edu.au/eserv/DU:30118665/treml-openaccesssolutions-2019.pdf,3,"Peterson, A.T.*Anderson, R.P.*Beger, M.*Bolliger, J.*Brotons, L.*Burridge, C.P.*Cobos, M.E.*Cuervo-Robayo, A.P.*Di Minin, E.*Diez, J.*Elith, J.*Embling, C.B.*Escobar, L.E.*Essl, F.*Feeley, K.J.*Hawkes, L.*Jiménez-García, D.*Jimenez, L.*Green, D.M.*Knop, E.*Kühn, I.*Lahoz-Monfort, J.J.*Lira-Noriega, A.*Lobo, J.M.*Loyola, R.*Mac Nally, R.*Machado-Stredel, F.*Martínez-Meyer, E.*McCarthy, M.*Merow, C.*Nori, J.*Nuñez-Penichet, C.*Osorio-Olvera, L.*Pyšek, P.*Rejmánek, M.*Ricciardi, A.*Robertson, M.*Rojas Soto, O.*Romero-Alvarez, D.*Roura-Pascual, N.*Santini, L.*Schoeman, D.S.*Schröder, B.*Soberon, J.*Strubbe, D.*Thuiller, W.*Traveset, A.*Treml, E.A.*Václavík, T.*Varela, S.*Watson, J.E.M.*Wiersma, Y.*Wintle, B.*Yanez-Arenas, C.*Zurell, D."
Anthony,Ricciardi,10.3897/neobiota.40.28519,53815800,Scopus - Elsevier,journal-article,NeoBiota,,,,1314-2488,Pensoft Publishers,Assessing the relative potential ecological impacts and invasion risks of emerging and future invasive alien species,2018,blue,https://neobiota.pensoft.net/article/28519/download/pdf/,6,"Dickey, J.W.E.*Cuthbert, R.N.*Rea, M.*Laverty, C.*Crane, K.*South, J.*Briski, E.*Chang, X.*Coughlan, N.E.*MacIsaac, H.J.*Ricciardi, A.*Riddell, G.E.*Xu, M.*Dick, J.T.A."
Anthony,Ricciardi,10.3391/ai.2018.13.3.06,53815802,Scopus - Elsevier,journal-article,Aquatic Invasions,13,3,379-392,1818-5487,Regional Euro-Asian Biological Invasions Centre Oy (REABIC),"Distribution, abundance and condition of an invasive bivalve (Corbicula fluminea) along an artificial thermal gradient in the St. Lawrence River",2018,blue,,2,"Castañeda, R.A.*Cvetanovska, E.*Hamelin, K.M.*Simard, M.A.*Ricciardi, A."
Anthony,Ricciardi,10.1139/cjfas-2017-0171,53815775,Scopus - Elsevier,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,75,2,169-179,0706-652X,Canadian Science Publishing,Eurasian tench (Tinca tinca): The next Great Lakes invader,2018,green,https://tspace.library.utoronto.ca/bitstream/1807/80401/1/cjfas-2017-0171.pdf,3,"Avlijaš, S.*Ricciardi, A.*Mandrak, N.E."
Anthony,Ricciardi,10.1007/s10530-018-1753-9,53815798,Scopus - Elsevier,journal-article,Biological Invasions,20,10,2731-2738,1387-3547,Springer Science and Business Media LLC,Invasive species denialism revisited: response to Sagoff,2018,green,,3,"Ricciardi, A.*Ryan, R."
Anthony,Ricciardi,10.1007/s10530-017-1573-3,53815745,Scopus - Elsevier,journal-article,Biological Invasions,20,3,757-776,1387-3547,Springer Nature,Low-head dams facilitate Round Goby Neogobius melanostomus invasion,2018,green,,4,"Raab, D.*Mandrak, N.E.*Ricciardi, A."
Anthony,Ricciardi,10.1139/cjfas-2016-0417,53815808,Scopus - Elsevier,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,75,1,131-140,0706-652X,Canadian Science Publishing,Predatory behaviour of an invasive amphipod in response to varying conspecific densities under higher-order predation risk,2018,green,https://tspace.library.utoronto.ca/bitstream/1807/78684/1/cjfas-2016-0417.pdf,1,"Iacarella, J.C.*Hudgins, E.J.*Dick, J.T.A.*Ricciardi, A."
Anthony,Ricciardi,10.1038/s41559-018-0536-0,53815755,Scopus - Elsevier,journal-article,Nature Ecology & Evolution,2,6,916,2397-334X,Springer Science and Business Media LLC,Restoration science does not need redefinition,2018,yellow,,2,"Aronson, J.C.*Simberloff, D.*Ricciardi, A.*Goodwin, N."
Anthony,Ricciardi,10.1007/s10530-017-1561-7,53815796,Scopus - Elsevier,journal-article,Biological Invasions,20,3,549-553,1387-3547,Springer Nature,The exponential growth of invasive species denialism,2018,green,,19,"Ricciardi, A.*Ryan, R."
Anthony,Ricciardi,10.1086/691972,53815772,Scopus - Elsevier,journal-article,Freshwater Science,36,2,325-337,2161-9549,University of Chicago Press,Acclimation by invasive mussels: Spatiotemporal variation in phenotypic response to turbidity,2017,green,,,"Ouellette-Plante, J.*Morden, A.L.*Johnson, L.E.*Martel, A.L.*Ricciardi, A."
Anthony,Ricciardi,10.1007/s10530-016-1288-x,53815765,Scopus - Elsevier,journal-article,Biological Invasions,19,1,425-441,1387-3547,Springer Science and Business Media LLC,Aggressive interactions between two invasive species: the round goby (Neogobius melanostomus) and the spinycheek crayfish (Orconectes limosus),2017,green,,4,"Church, K.*Iacarella, J.C.*Ricciardi, A."
Anthony,Ricciardi,10.1007/s10530-016-1360-6,53815812,Scopus - Elsevier,journal-article,Biological Invasions,19,5,1677-1678,1387-3547,Springer Nature,Fictional responses from Vonesh et al,2017,green,https://link.springer.com/content/pdf/10.1007%2Fs10530-016-1360-6.pdf,4,"Dick, J.T.A.*Alexander, M.E.*Ricciardi, A.*Laverty, C.*Downey, P.O.*Xu, M.*Jeschke, J.M.*Saul, W.-C.*Hill, M.P.*Wasserman, R.*Barrios-O’Neill, D.*Weyl, O.L.F.*Shaw, R.H."
Anthony,Ricciardi,10.1007/s10530-016-1355-3,53815767,Scopus - Elsevier,journal-article,Biological Invasions,19,5,1667-1672,1387-3547,Springer Science and Business Media LLC,Functional responses can unify invasion ecology,2017,green,https://link.springer.com/content/pdf/10.1007%2Fs10530-016-1355-3.pdf,26,"Dick, J.T.A.*Alexander, M.E.*Ricciardi, A.*Laverty, C.*Downey, P.O.*Xu, M.*Jeschke, J.M.*Saul, W.-C.*Hill, M.P.*Wasserman, R.*Barrios-O’Neill, D.*Weyl, O.L.F.*Shaw, R.H."
Anthony,Ricciardi,10.1111/1365-2664.12849,53815766,Scopus - Elsevier,journal-article,Journal of Applied Ecology,54,4,1259-1267,0021-8901,Wiley,"Invader Relative Impact Potential: a new metric to understand and predict the ecological impacts of existing, emerging and future invasive alien species",2017,yellow,,50,"Dick, J.T.A.*Laverty, C.*Lennon, J.J.*Barrios-O'Neill, D.*Mensink, P.J.*Robert Britton, J.*Médoc, V.*Boets, P.*Alexander, M.E.*Taylor, N.G.*Dunn, A.M.*Hatcher, M.J.*Rosewarne, P.J.*Crookes, S.*MacIsaac, H.J.*Xu, M.*Ricciardi, A.*Wasserman, R.J.*Ellender, B.R.*Weyl, O.L.F.*Lucy, F.E.*Banks, P.B.*Dodd, J.A.*MacNeil, C.*Penk, M.R.*Aldridge, D.C.*Caffrey, J.M."
Anthony,Ricciardi,10.1016/j.tree.2017.03.007,53815746,Scopus - Elsevier,journal-article,Trends in Ecology & Evolution,32,6,464-474,0169-5347,Elsevier BV,Invasion Science: A Horizon Scan of Emerging Challenges and Opportunities,2017,yellow,http://discovery.ucl.ac.uk/1545108/1/TREE-D-16-00407_accepted.pdf,80,"Ricciardi, A.*Blackburn, T.M.*Carlton, J.T.*Dick, J.T.A.*Hulme, P.E.*Iacarella, J.C.*Jeschke, J.M.*Liebhold, A.M.*Lockwood, J.L.*MacIsaac, H.J.*Pyšek, P.*Richardson, D.M.*Ruiz, G.M.*Simberloff, D.*Sutherland, W.J.*Wardle, D.A.*Aldridge, D.C."
Anthony,Ricciardi,10.1016/j.tree.2017.08.007,53815783,Scopus - Elsevier,journal-article,Trends in Ecology & Evolution,32,11,809-810,0169-5347,Elsevier BV,Invasion Science: Looking Forward Rather Than Revisiting Old Ground – A Reply to Zenni et al.,2017,yellow,http://discovery.ucl.ac.uk/1573214/1/Blackburn_Reply%20to%20Zenni%20-%203AugTR.pdf,1,"Ricciardi, A.*Blackburn, T.M.*Carlton, J.T.*Dick, J.T.A.*Hulme, P.E.*Iacarella, J.C.*Jeschke, J.M.*Liebhold, A.M.*Lockwood, J.L.*MacIsaac, H.J.*Pyšek, P.*Richardson, D.M.*Ruiz, G.M.*Simberloff, D.*Sutherland, W.J.*Wardle, D.A.*Aldridge, D.C."
Anthony,Ricciardi,10.1016/bs.aecr.2016.10.006,53815763,Scopus - Elsevier,book,,,,,0065-2504,Elsevier,Novel and Disrupted Trophic Links Following Invasion in Freshwater Ecosystems,2017,green,,7,"Jackson, M.C.*Wasserman, R.J.*Grey, J.*Ricciardi, A.*Dick, J.T.A.*Alexander, M.E."
Anthony,Ricciardi,10.1086/685285,53815739,Scopus - Elsevier,journal-article,Freshwater Science,35,2,654-665,2161-9549,University of Chicago Press,An invasive benthic fish magnifies trophic cascades and alters pelagic communities in an experimental freshwater system,2016,green,,4,"Pagnucco, K.S.*Remmal, Y.*Ricciardi, A."
Anthony,Ricciardi,10.1007/s10530-016-1116-3,53815784,Scopus - Elsevier,journal-article,Biological Invasions,18,6,1737-1744,1387-3547,Springer Science and Business Media LLC,Cryptic invaders: nonindigenous and cryptogenic freshwater Bryozoa and Entoprocta in the St. Lawrence River,2016,green,,1,"Hamelin, K.M.*Castañeda, R.A.*Ricciardi, A."
Anthony,Ricciardi,10.1111/ele.12605,53815777,Scopus - Elsevier,journal-article,Ecology Letters,19,6,668-678,1461-023X,Wiley,On the context-dependent scaling of consumer feeding rates,2016,yellow,,27,"Barrios-O'Neill, D.*Kelly, R.*Dick, J.T.A.*Ricciardi, A.*Macisaac, H.J.*Emmerson, M.C."
Anthony,Ricciardi,10.1007/s11538-016-0146-4,53815780,Scopus - Elsevier,journal-article,Bulletin of Mathematical Biology,78,3,353-380,0092-8240,Springer Science and Business Media LLC,Temperature- and turbidity-dependent competitive interactions between invasive freshwater mussels,2016,green,,2,"Huang, Q.*Wang, H.*Ricciardi, A.*Lewis, M.A."
Anthony,Ricciardi,10.1073/pnas.1605152113,53815718,Scopus - Elsevier,journal-article,Proceedings of the National Academy of Sciences,113,20,5470-5471,0027-8424,Proceedings of the National Academy of Sciences,Tracking marine alien species by ship movements,2016,yellow,https://www.pnas.org/content/pnas/113/20/5470.full.pdf,5,"Ricciardi, A."
Anthony,Ricciardi,10.1002/ece3.2602,53815809,Scopus - Elsevier,journal-article,Ecology and Evolution,6,24,8777-8784,2045-7758,Wiley,Warming mediates the relationship between plant nutritional properties and herbivore functional responses,2016,green,,4,"Xu, M.*Dick, J.T.A.*Ricciardi, A.*Fang, M.*Zhang, C.*Gu, D.*Mu, X.*Luo, D.*Wei, H.*Hu, Y."
Anthony,Ricciardi,10.1111/ddi.12318,53815747,Scopus - Elsevier,journal-article,Diversity and Distributions,21,7,803-812,1366-9516,Wiley,A spatio-temporal contrast of the predatory impact of an invasive freshwater crustacean,2015,green,,14,"Iacarella, J.C.*Dick, J.T.A.*Ricciardi, A."
Anthony,Ricciardi,10.1016/j.jglr.2015.07.004,53815728,Scopus - Elsevier,journal-article,Journal of Great Lakes Research,41,4,1172-1175,0380-1330,Elsevier BV,Are the Great Lakes at risk of new fish invasions from trans-Atlantic shipping?,2015,green,,3,"MacIsaac, H.J.*Beric, B.*Bailey, S.A.*Mandrak, N.E.*Ricciardi, A."
Anthony,Ricciardi,10.1016/j.jglr.2015.02.002,53815771,Scopus - Elsevier,journal-article,Journal of Great Lakes Research,41,S1,197,0380-1330,Elsevier BV,"Corrigendum to ""The Future of Species Invasions in the Great Lakes-St. Lawrence River Basin"" [J. Great Lakes Res. 41 (2014) 314-314]",2015,green,,,"Pagnucco, K.S.*Maynard, G.A.*Fera, S.A.*Yan, N.D.*Nalepa, T.F.*Ricciardi, A."
Anthony,Ricciardi,10.1890/ES15-00371.1,53815819,Scopus - Elsevier,journal-article,Ecosphere,,,,2150-8925,Wiley,Disentangling the influence of abiotic variables and a non-native predator on freshwater community structure,2015,green,,5,"Pagnucco, K.S.*Ricciardi, A."
Anthony,Ricciardi,10.1007/s10530-015-0949-5,53815776,Scopus - Elsevier,journal-article,Biological Invasions,17,11,3237-3246,1387-3547,Springer Science and Business Media LLC,Dissolved ions mediate body mass gain and predatory response of an invasive fish,2015,green,,5,"Iacarella, J.C.*Ricciardi, A."
Anthony,Ricciardi,10.1093/biosci/biu193,53815773,Scopus - Elsevier,journal-article,BioScience,65,1,55-63,0006-3568,Oxford University Press (OUP),"Ecological impacts of alien species: Quantification, scope, caveats, and recommendations",2015,green,https://academic.oup.com/bioscience/article-pdf/65/1/55/17462056/biu193.pdf,136,"Kumschick, S.*Gaertner, M.*Vila, M.*Essl, F.*Jeschke, J.M.*Pysek, P.*Ricciardi, A.*Bacher, S.*Blackburn, T.M.*Dick, J.T.A.*Evans, T.*Hulme, P.E.*Kühn, I.*Mrugala, A.*Pergl, J.*Rabitsch, W.*Richardson, D.M.*Sendek, A.*Winter, M."
Anthony,Ricciardi,10.1890/14-0545.1,53815764,Scopus - Elsevier,journal-article,Ecological Applications,25,3,706-716,1051-0761,Wiley,Ecological impacts of invasive alien species along temperature gradients: Testing the role of environmental matching,2015,green,,27,"Iacarella, J.C.*Dick, J.T.A.*Alexander, M.E.*Ricciardi, A."
Anthony,Ricciardi,,53815712,Scopus - Elsevier,journal-article,,25,3,706-716,,,Ecological impacts of invasive alien species along temperature gradients: testing the role of environmental matching,2015,,,,"Iacarella, J.C.*Dick, J.T.*Alexander, M.E.*Ricciardi, A."
Anthony,Ricciardi,10.1890/ES15-00147.1,53815762,Scopus - Elsevier,journal-article,Ecosphere,,,,2150-8925,Wiley,Negative competitive effects of invasive plants change with time since invasion,2015,green,,18,"Iacarella, J.C.*Mankiewicz, P.S.*Ricciardi, A."
Anthony,Ricciardi,10.1111/1365-2435.12347,53815811,Scopus - Elsevier,journal-article,Functional Ecology,29,3,377-384,0269-8463,Wiley,"Predator-free space, functional responses and biological invasions",2015,yellow,,42,"Barrios-O'Neill, D.*Dick, J.T.A.*Emmerson, M.C.*Ricciardi, A.*Macisaac, H.J."
Anthony,Ricciardi,10.1016/j.jglr.2014.11.004,53815768,Scopus - Elsevier,journal-article,Journal of Great Lakes Research,41,S1,96-107,0380-1330,Elsevier BV,The future of species invasions in the Great Lakes-St. Lawrence River basin,2015,green,,32,"Pagnucco, K.S.*Maynard, G.A.*Fera, S.A.*Yan, N.D.*Nalepa, T.F.*Ricciardi, A."
