prenom,nom,doi,putcode,type,revue,issn,editeur,titre,annee
Cassandre,Lazar,10.3389/fmicb.2016.01954,55603493,JOURNAL_ARTICLE,Frontiers in Microbiology,1664-302X,Frontiers Media SA,"Corrigendum: Community composition and abundance of bacterial, archaeal, and nitrifying populations in savanna soils on contrasting bedrock material in Kruger National Park, South Africa [Front. Microbiol, (2016), 7, (1638)]. doi: 10.3389/fmicb.2016.01638",2016
Cassandre,Lazar,10.3389/fmicb.2016.01954,55245074,JOURNAL_ARTICLE,Frontiers in Microbiology,1664-302X,Frontiers Media SA,"Corrigendum: Community Composition and Abundance of Bacterial, Archaeal, and Nitrifying Populations in Savanna Soils on Contrasting Bedrock Material in Kruger National Park, South Africa",2016
Cassandre,Lazar,10.1111/1758-2229.12351,55603480,JOURNAL_ARTICLE,Environmental Microbiology Reports,1758-2229,Wiley,Extremophile microbiomes in acidic and hypersaline river sediments of Western Australia,2016
Cassandre,Lazar,10.1111/1758-2229.12351,55245303,JOURNAL_ARTICLE,Environmental Microbiology Reports,1758-2229,Wiley,Extremophile microbiomes in acidic and hypersaline river sediments of Western Australia,2015
Cassandre,Lazar,10.1111/1462-2920.13142,55603481,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,Genomic evidence for distinct carbon substrate preferences and ecological niches of Bathyarchaeota in estuarine sediments,2016
Cassandre,Lazar,10.1111/1462-2920.13142,55245053,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,Genomic evidence for distinct carbon substrate preferences and ecological niches of Bathyarchaeota in estuarine sediments,2016
Cassandre,Lazar,10.1038/nmicrobiol.2016.2,55603497,JOURNAL_ARTICLE,Nature Microbiology,2058-5276,Springer Science and Business Media LLC,"Genomic inference of the metabolism of cosmopolitan subsurface Archaea, Hadesarchaea",2016
Cassandre,Lazar,10.1038/nmicrobiol.2016.2,55245042,JOURNAL_ARTICLE,Nature Microbiology,2058-5276,Springer Science and Business Media LLC,"Genomic inference of the metabolism of cosmopolitan subsurface Archaea, Hadesarchaea",2016
Cassandre,Lazar,10.1038/ismej.2015.233,55603487,JOURNAL_ARTICLE,The ISME Journal,1751-7362,Springer Nature,"Genomic reconstruction of a novel, deeply branched sediment archaeal phylum with pathways for acetogenesis and sulfur reduction",2016
Cassandre,Lazar,10.1038/ismej.2015.233,55245063,JOURNAL_ARTICLE,The ISME Journal,1751-7362,Springer Nature,"Genomic reconstruction of a novel, deeply branched sediment archaeal phylum with pathways for acetogenesis and sulfur reduction",2016
Cassandre,Lazar,10.1111/1462-2920.12659,55603484,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,"Environmental controls on intragroup diversity of the uncultured benthic archaea of the miscellaneous Crenarchaeotal group lineage naturally enriched in anoxic sediments of the White Oak River estuary (North Carolina, USA)",2015
Cassandre,Lazar,10.1111/1462-2920.12659,55245036,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,"Environmental controls on intragroup diversity of the uncultured benthicarchaeaof the miscellaneous Crenarchaeotal group lineage naturally enriched in anoxic sediments of the White Oak River estuary (North Carolina, USA)",2015
Cassandre,Lazar,10.1016/j.gca.2015.05.003,55603485,JOURNAL_ARTICLE,Geochimica et Cosmochimica Acta,0016-7037,Elsevier BV,Possible roles of uncultured archaea in carbon cycling in methane-seep sediments,2015
Cassandre,Lazar,10.1016/j.gca.2015.05.003,55245039,JOURNAL_ARTICLE,Geochimica et Cosmochimica Acta,0016-7037,Elsevier BV,Possible roles of uncultured archaea in carbon cycling in methane-seep sediments,2015
Cassandre,Lazar,10.1111/1462-2920.12716,55603490,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,The archaeal lipidome in estuarine sediment dominated by members of the Miscellaneous Crenarchaeotal Group,2015
Cassandre,Lazar,10.1111/1462-2920.12716,55245032,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,The archaeal lipidome in estuarine sediment dominated by members of the Miscellaneous Crenarchaeotal Group,2015
Cassandre,Lazar,10.1016/j.orggeochem.2013.03.001,55603494,JOURNAL_ARTICLE,Organic Geochemistry,0146-6380,Elsevier BV,Ethane- and propane-producing potential and molecular characterization of an ethanogenic enrichment in an anoxic estuarine sediment,2013
Cassandre,Lazar,10.1016/j.orggeochem.2013.03.001,55245030,JOURNAL_ARTICLE,Organic Geochemistry,0146-6380,Elsevier BV,Ethane- and propane-producing potential and molecular characterization of an ethanogenic enrichment in an anoxic estuarine sediment,2013
Cassandre,Lazar,10.1016/j.dsr.2012.05.009,55603491,JOURNAL_ARTICLE,Deep Sea Research Part I Oceanographic Research Papers,0967-0637,Elsevier BV,Integrative study of a new cold-seep mussel (Mollusca: Bivalvia) associated with chemosynthetic symbionts in the Marmara Sea,2012
Cassandre,Lazar,10.1111/j.1574-6941.2012.01375.x,55603498,JOURNAL_ARTICLE,FEMS Microbiology Ecology,0168-6496,Oxford University Press (OUP),"Methanogenic activity and diversity in the centre of the Amsterdam Mud Volcano, Eastern Mediterranean Sea",2012
Cassandre,Lazar,10.1111/j.1574-6941.2012.01375.x,55244947,JOURNAL_ARTICLE,FEMS Microbiology Ecology,0168-6496,Oxford University Press (OUP),"Methanogenic activity and diversity in the centre of the Amsterdam Mud Volcano, Eastern Mediterranean Sea",2012
Cassandre,Lazar,10.1128/aem.01296-10,55244312,JOURNAL_ARTICLE,Applied and Environmental Microbiology,0099-2240,American Society for Microbiology,Archaeal Populations in Hypersaline Sediments Underlying Orange Microbial Mats in the Napoli Mud Volcano,2011
Cassandre,Lazar,10.1128/AEM.01296-10,55603477,JOURNAL_ARTICLE,Applied and Environmental Microbiology,0099-2240,American Society for Microbiology,Archaeal populations in hypersaline sediments underlying orange microbial mats in the napoli mud volcano,2011
Cassandre,Lazar,10.1007/s10482-011-9620-z,55603482,JOURNAL_ARTICLE,Antonie van Leeuwenhoek,0003-6072,Springer Science and Business Media LLC,"Distribution of anaerobic methane-oxidizing and sulfate-reducing communities in the G11 Nyegga pockmark, Norwegian Sea",2011
Cassandre,Lazar,10.1007/s10482-011-9620-z,55244319,JOURNAL_ARTICLE,Antonie van Leeuwenhoek,0003-6072,Springer Science and Business Media LLC,"Distribution of anaerobic methane-oxidizing and sulfate-reducing communities in the G11 Nyegga pockmark, Norwegian Sea",2011
Cassandre,Lazar,10.1111/j.1462-2920.2011.02425.x,55603488,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,"Methanogenic diversity and activity in hypersaline sediments of the centre of the Napoli mud volcano, Eastern Mediterranean Sea",2011
Cassandre,Lazar,10.1111/j.1462-2920.2011.02425.x,55244316,JOURNAL_ARTICLE,Environmental Microbiology,1462-2912,Wiley,"Methanogenic diversity and activity in hypersaline sediments of the centre of the Napoli mud volcano, Eastern Mediterranean Sea",2011
Cassandre,Lazar,10.1007/s00248-010-9654-1,55603486,JOURNAL_ARTICLE,Microbial Ecology,0095-3628,Springer Science and Business Media LLC,Active Archaeal Communities at Cold Seep Sediments Populated by Siboglinidae Tubeworms from the Storegga Slide,2010
Cassandre,Lazar,10.1007/s00248-010-9654-1,55244310,JOURNAL_ARTICLE,Microbial Ecology,0095-3628,Springer Science and Business Media LLC,Active Archaeal Communities at Cold Seep Sediments Populated by Siboglinidae Tubeworms from the Storegga Slide,2010
Pierre,Legendre,10.1186/s40663-019-0164-4,54702026,JOURNAL_ARTICLE,Forest Ecosystems,2197-5620,Springer Nature,"Spatial and temporal analysis of beta diversity in the Barro Colorado Island forest dynamics plot, Panama",2019
Pierre,Legendre,10.1111/geb.12971,59320104,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Disturbances amplify tree community responses to climate change in the temperate–boreal ecotone,2019
Pierre,Legendre,10.1111/geb.12938,59128178,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,The interaction of phylogeny and community structure: Linking the community composition and trait evolution of clades,2019
Pierre,Legendre,10.1002/ece3.4984,54275746,JOURNAL_ARTICLE,Ecology and Evolution,2045-7758,Wiley,A temporal beta‐diversity index to identify sites that have changed in exceptional ways in space–time surveys,2019
Pierre,Legendre,10.1002/ECE3.4984,59834914,JOURNAL_ARTICLE,Ecology and Evolution,2045-7758,Wiley,A temporal beta-diversity index to identify sites that have changed in exceptional ways in space-time surveys,2019
Pierre,Legendre,10.1186/S40663-019-0164-4,59834915,JOURNAL_ARTICLE,Forest Ecosystems,2197-5620,Springer Nature,"Spatial and temporal analysis of beta diversity in the Barro Colorado Island forest dynamics plot, Panama",2019
Pierre,Legendre,10.1111/GEB.12938,59834916,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,The interaction of phylogeny and community structure: Linking the community composition and trait evolution of clades,2019
Pierre,Legendre,10.1002/ecy.2514,53327296,JOURNAL_ARTICLE,Ecology,0012-9658,Wiley,Negative relationships between species richness and temporal variability are common but weak in natural systems,2018
Pierre,Legendre,10.1016/j.spasta.2018.05.004,48391964,JOURNAL_ARTICLE,Spatial Statistics,2211-6753,Elsevier BV,Application of Moran Eigenvector Maps (MEM) to irregular sampling designs,2018
Pierre,Legendre,10.1016/j.spasta.2018.05.004,48742519,JOURNAL_ARTICLE,Spatial Statistics,2211-6753,Elsevier BV,Application of Moran Eigenvector Maps (MEM) to irregular sampling designs,2018
Pierre,Legendre,10.1016/j.spasta.2018.05.004,48971305,JOURNAL_ARTICLE,Spatial Statistics,2211-6753,Elsevier BV,Application of Moran Eigenvector Maps (MEM) to irregular sampling designs,2018
Pierre,Legendre,10.1016/J.SPASTA.2018.05.004,59829850,JOURNAL_ARTICLE,Spatial Statistics,2211-6753,Elsevier BV,Application of Moran Eigenvector Maps (MEM) to irregular sampling designs,2018
Pierre,Legendre,,48391738,OTHER,,,,The interaction of phylogeny and community structure: linking clades' ecological structures and trait evolution,2018
Pierre,Legendre,,59727914,OTHER,,,,The interaction of phylogeny and community structure: linking clades’ ecological structures and trait evolution,2018
Pierre,Legendre,10.1002/ecs2.2277,48421558,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Summer assessment of zooplankton biodiversity and environmental control in urban waterbodies on the Island of Montréal,2018
Pierre,Legendre,10.1002/ecs2.2277,48742487,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Summer assessment of zooplankton biodiversity and environmental control in urban waterbodies on the Island of Montréal,2018
Pierre,Legendre,10.1002/ecs2.2277,48971311,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Summer assessment of zooplankton biodiversity and environmental control in urban waterbodies on the Island of Montreal,2018
Pierre,Legendre,10.1002/ECS2.2277,59829854,JOURNAL_ARTICLE,Ecosphere,2150-8925,Wiley,Summer assessment of zooplankton biodiversity and environmental control in urban waterbodies on the Island of Montreal,2018
Pierre,Legendre,10.1016/j.ecolind.2018.01.023,48391968,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Flow alterations by dams shaped fish assemblage dynamics in the complex Mekong-3S river system,2018
Pierre,Legendre,10.1016/j.ecolind.2018.01.023,48742416,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Flow alterations by dams shaped fish assemblage dynamics in the complex Mekong-3S river system,2018
Pierre,Legendre,10.1016/j.ecolind.2018.01.023,48971309,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Flow alterations by dams shaped fish assemblage' dynamics in the complex Mekong-3S river system,2018
Pierre,Legendre,10.1016/J.ECOLIND.2018.01.023,59829851,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Flow alterations by dams shaped fish assemblage' dynamics in the complex Mekong-3S river system,2018
Pierre,Legendre,10.1111/ecog.03498,48391892,JOURNAL_ARTICLE,Ecography,0906-7590,Wiley,Box-Cox-chord transformations for community composition data prior to beta diversity analysis,2018
Pierre,Legendre,10.1111/ecog.03498,48742514,JOURNAL_ARTICLE,Ecography,0906-7590,Wiley,Box-Cox-chord transformations for community composition data prior to beta diversity analysis,2018
Pierre,Legendre,10.1016/j.ecolind.2017.08.038,48391965,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Uniqueness of sampling site contributions to the total variance of macroinvertebrate communities in the Lower Mekong Basin,2018
Pierre,Legendre,10.1016/j.ecolind.2017.08.038,48742468,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Uniqueness of sampling site contributions to the total variance of macroinvertebrate communities in the Lower Mekong Basin,2018
Pierre,Legendre,10.1016/j.ecolind.2017.08.038,48971312,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Uniqueness of sampling site contributions to the total variance of macroinvertebrate communities in the Lower Mekong Basin,2018
Pierre,Legendre,10.1016/J.ECOLIND.2017.08.038,59829852,JOURNAL_ARTICLE,Ecological Indicators,1470-160X,Elsevier BV,Uniqueness of sampling site contributions to the total variance of macroinvertebrate communities in the Lower Mekong Basin,2018
Pierre,Legendre,10.1111/ECOG.03498,59834909,JOURNAL_ARTICLE,Ecography,0906-7590,Wiley,Box-Cox-chord transformations for community composition data prior to beta diversity analysis,2018
Pierre,Legendre,10.1002/ECY.2514,59834912,JOURNAL_ARTICLE,Ecology,0012-9658,Wiley,Negative relationships between species richness and temporal variability are common but weak in natural systems,2018
Pierre,Legendre,,48391847,OTHER,,,,Numerical Ecology,2018
Pierre,Legendre,,48390991,BOOK,,2197-5736,Springer International Publishing,Numerical Ecology with R,2018
Pierre,Legendre,10.1111/geb.12640,48391938,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Diatom diversity patterns over the past c. 150 years across the conterminous United States of America: Identifying mechanisms behind beta diversity,2017
Pierre,Legendre,10.1111/geb.12640,48742438,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Diatom diversity patterns over the past c. 150 years across the conterminous United States of America: Identifying mechanisms behind beta diversity,2017
Pierre,Legendre,10.1111/geb.12640,48971316,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Diatom diversity patterns over the past c. 150 years across the conterminous United States of America: Identifying mechanisms behind beta diversity,2017
Pierre,Legendre,10.1111/GEB.12640,59829840,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Diatom diversity patterns over the past c. 150 years across the conterminous United States of America: Identifying mechanisms behind beta diversity,2017
Pierre,Legendre,10.5194/bg-2017-411,48391935,JOURNAL_ARTICLE,Biogeosciences Discussions,1810-6285,Copernicus GmbH,Biodiversity and trophic ecology of hydrothermal vent fauna associated with tubeworm assemblages on the Juan de Fuca Ridge,2017
Pierre,Legendre,10.5194/bg-15-2629-2018,48391953,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biodiversity and trophic ecology of hydrothermal vent fauna associated with tubeworm assemblages on the Juan de Fuca Ridge,2018
Pierre,Legendre,10.5194/bg-15-2629-2018,48742393,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biodiversity and trophic ecology of hydrothermal vent fauna associated with tubeworm assemblages on the Juan de Fuca Ridge,2018
Pierre,Legendre,10.5194/bg-15-2629-2018,48971306,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biodiversity and trophic ecology of hydrothermal vent fauna associated with tubeworm assemblages on the Juan de Fuca Ridge,2018
Pierre,Legendre,10.5194/bg-15-2629-2018,53371078,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biodiversity and trophic ecology of hydrothermal vent fauna associated with tubeworm assemblages on the Juan de Fuca Ridge,2018
Pierre,Legendre,10.5194/BG-15-2629-2018,59829853,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biodiversity and trophic ecology of hydrothermal vent fauna associated with tubeworm assemblages on the Juan de Fuca Ridge,2018
Pierre,Legendre,10.5194/bg-2017-411,59992852,JOURNAL_ARTICLE,Biogeosciences Discussions,1810-6285,Copernicus GmbH,Biodiversity and trophic ecology of hydrothermal vent fauna associated with tubeworm assemblages on the Juan de Fuca Ridge,2018
Pierre,Legendre,10.1111/2041-210x.12864,48391936,JOURNAL_ARTICLE,Methods in Ecology and Evolution,2041-210X,Wiley,Bringing multivariate support to multiscale codependence analysis: Assessing the drivers of community structure across spatial scales,2017
Pierre,Legendre,10.1111/2041-210X.12864,48742501,JOURNAL_ARTICLE,Methods in Ecology and Evolution,2041-210X,Wiley,Bringing multivariate support to multiscale codependence analysis: Assessing the drivers of community structure across spatial scales,2018
Pierre,Legendre,10.1111/2041-210x.12864,48971307,JOURNAL_ARTICLE,Methods in Ecology and Evolution,2041-210X,Wiley,Bringing multivariate support to multiscale codependence analysis: Assessing the drivers of community structure across spatial scales,2018
Pierre,Legendre,10.1111/2041-210X.12864,59829855,JOURNAL_ARTICLE,Methods in Ecology and Evolution,2041-210X,Wiley,Bringing multivariate support to multiscale codependence analysis: Assessing the drivers of community structure across spatial scales,2018
Pierre,Legendre,10.5194/bg-14-2955-2017,48391758,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biological and environmental rhythms in (dark) deep-sea hydrothermal ecosystems,2017
Pierre,Legendre,10.5194/bg-14-2955-2017,51060322,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biological and environmental rhythms in (dark) deep-sea hydrothermal ecosystems,2016
Pierre,Legendre,10.5194/bg-2016-476,48391741,JOURNAL_ARTICLE,Biogeosciences Discussions,1810-6285,Copernicus GmbH,Biological and environmental rhythms in (dark) deep-sea hydrothermal ecosystems,2016
Pierre,Legendre,10.5194/bg-14-2955-2017,48742484,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biological and environmental rhythms in (dark) deep-sea hydrothermal ecosystems,2017
Pierre,Legendre,10.5194/bg-14-2955-2017,48971314,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biological and environmental rhythms in (dark) deep-sea hydrothermal ecosystems,2017
Pierre,Legendre,10.5194/BG-14-2955-2017,59829845,JOURNAL_ARTICLE,Biogeosciences,1726-4189,Copernicus GmbH,Biological and environmental rhythms in (dark) deep-sea hydrothermal ecosystems,2017
Pierre,Legendre,10.1002/eap.1550,48391939,JOURNAL_ARTICLE,Ecological Applications,1051-0761,Wiley,Human and natural controls of the variation in aboveground tree biomass in African dry tropical forests,2017
Pierre,Legendre,10.1002/eap.1550,48742499,JOURNAL_ARTICLE,Ecological Applications,1051-0761,Wiley,Human and natural controls of the variation in aboveground tree biomass in African dry tropical forests:,2017
Pierre,Legendre,10.1098/rspb.2016.2123,48391924,JOURNAL_ARTICLE,Proceedings of The Royal Society B Biological Sciences,0962-8452,The Royal Society,Astronomical and atmospheric impacts on deep-sea hydrothermal vent invertebrates,2017
Pierre,Legendre,10.1098/rspb.2016.2123,48742542,JOURNAL_ARTICLE,Proceedings of The Royal Society B Biological Sciences,0962-8452,The Royal Society,Astronomical and atmospheric impacts on deep-sea hydrothermal vent invertebrates,2017
Pierre,Legendre,10.1098/rspb.2016.2123,48971313,JOURNAL_ARTICLE,Proceedings of The Royal Society B Biological Sciences,0962-8452,The Royal Society,Astronomical and atmospheric impacts on deep-sea hydrothermal vent invertebrates,2017
Pierre,Legendre,10.1098/RSPB.2016.2123,59829847,JOURNAL_ARTICLE,Proceedings of The Royal Society B Biological Sciences,0962-8452,The Royal Society,Astronomical and atmospheric impacts on deep-sea hydrothermal vent invertebrates,2017
Pierre,Legendre,10.1111/geb.12569,48391931,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Predicting microcystin concentrations in lakes and reservoirs at a continental scale: A new framework for modelling an important health risk factor,2017
Pierre,Legendre,10.1111/geb.12569,48742528,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Predicting microcystin concentrations in lakes and reservoirs at a continental scale: A new framework for modelling an important health risk factor,2017
Pierre,Legendre,10.1111/geb.12569,48971321,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Predicting microcystin concentrations in lakes and reservoirs at a continental scale: A new framework for modelling an important health risk factor,2017
Pierre,Legendre,10.1111/GEB.12569,59829846,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,Predicting microcystin concentrations in lakes and reservoirs at a continental scale: A new framework for modelling an important health risk factor,2017
Pierre,Legendre,10.1111/geb.12690,48391937,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Concomitant impacts of climate change, fragmentation and non-native species have led to reorganization of fish communities since the 1980s",2017
Pierre,Legendre,10.1111/geb.12690,48742459,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Concomitant impacts of climate change, fragmentation and non-native species have led to reorganization of fish communities since the 1980s",2018
Pierre,Legendre,10.1111/geb.12690,48971308,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Concomitant impacts of climate change, fragmentation and non-native species have led to reorganization of fish communities since the 1980s",2018
Pierre,Legendre,10.1111/GEB.12690,59829856,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Concomitant impacts of climate change, fragmentation and non-native species have led to reorganization of fish communities since the 1980s",2018
Pierre,Legendre,10.1016/j.seares.2017.06.004,48422000,JOURNAL_ARTICLE,Journal of Sea Research,1385-1101,Elsevier BV,Constancy despite variability: Local and regional macrofaunal diversity in intertidal seagrass beds,2017
Pierre,Legendre,10.1016/j.seares.2017.06.004,48742584,JOURNAL_ARTICLE,Journal of Sea Research,1385-1101,Elsevier BV,Constancy despite variability: Local and regional macrofaunal diversity in intertidal seagrass beds,2017
Pierre,Legendre,10.1016/j.seares.2017.06.004,48971315,JOURNAL_ARTICLE,Journal of Sea Research,1385-1101,Elsevier BV,Constancy despite variability: Local and regional macrofaunal diversity in intertidal seagrass beds,2017
Pierre,Legendre,10.1016/J.SEARES.2017.06.004,59829839,JOURNAL_ARTICLE,Journal of Sea Research,1385-1101,Elsevier BV,Constancy despite variability: Local and regional macrofaunal diversity in intertidal seagrass beds,2017
Pierre,Legendre,10.1111/geb.12602,48742527,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Hosts, parasites and their interactions respond to different climatic variables",2017
Pierre,Legendre,,48391882,OTHER,,,,"Hosts, parasites, and their interactions respond to different climatic variables",2016
Pierre,Legendre,10.1111/geb.12602,48458840,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Hosts, parasites and their interactions respond to different climatic variables",2017
Pierre,Legendre,10.1111/geb.12602,48971318,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Hosts, parasites and their interactions respond to different climatic variables",2017
Pierre,Legendre,,59552633,OTHER,,,,"Hosts, parasites, and their interactions respond to climatic variables",2016
Pierre,Legendre,10.1111/GEB.12602,59829843,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Hosts, parasites and their interactions respond to different climatic variables",2017
Pierre,Legendre,,59992697,JOURNAL_ARTICLE,Global Ecology and Biogeography,1466-822X,Wiley,"Hosts, parasites and their interactions respond to different climatic variables",2017
Pierre,Legendre,,48971319,JOURNAL_ARTICLE,,,,Human and natural controls of the variation in aboveground tree biomass in African dry tropical forests,2017
Pierre,Legendre,,59829844,JOURNAL_ARTICLE,,,,Human and natural controls of the variation in aboveground tree biomass in African dry tropical forests,2017
Pierre,Legendre,10.1007/s10750-017-3457-z,48391934,JOURNAL_ARTICLE,Hydrobiologia,0018-8158,Springer Nature,Spatial organisation of fish communities in the St. Lawrence River: a test for longitudinal gradients and spatial heterogeneities in a large river system,2017
Pierre,Legendre,10.1007/s10750-017-3457-z,48742520,JOURNAL_ARTICLE,Hydrobiologia,0018-8158,Springer Nature,Spatial organisation of fish communities in the St. Lawrence River: a test for longitudinal gradients and spatial heterogeneities in a large river system,2018
Pierre,Legendre,10.1007/s10750-017-3457-z,48971310,JOURNAL_ARTICLE,Hydrobiologia,0018-8158,Springer Nature,Spatial organisation of fish communities in the St. Lawrence River: a test for longitudinal gradients and spatial heterogeneities in a large river system,2018
Pierre,Legendre,10.1007/S10750-017-3457-Z,59829857,JOURNAL_ARTICLE,Hydrobiologia,0018-8158,Springer Nature,Spatial organisation of fish communities in the St. Lawrence River: a test for longitudinal gradients and spatial heterogeneities in a large river system,2018
Pierre,Legendre,10.1002/rra.2991,48742507,JOURNAL_ARTICLE,River Research and Applications,1535-1459,Wiley,The Effects of Regional Hydrologic Alteration on Fish Community Structure in Regulated Rivers,2017
Pierre,Legendre,10.1002/rra.2991,48392018,JOURNAL_ARTICLE,River Research and Applications,1535-1459,Wiley,The Effects of Regional Hydrologic Alteration on Fish Community Structure in Regulated Rivers,2015
Pierre,Legendre,10.1002/rra.2991,48971322,JOURNAL_ARTICLE,River Research and Applications,1535-1459,Wiley,THE EFFECTS OF REGIONAL HYDROLOGIC ALTERATION ON FISH COMMUNITY STRUCTURE IN REGULATED RIVERS,2017
Pierre,Legendre,10.1002/RRA.2991,59829848,JOURNAL_ARTICLE,River Research and Applications,1535-1459,Wiley,THE EFFECTS OF REGIONAL HYDROLOGIC ALTERATION ON FISH COMMUNITY STRUCTURE IN REGULATED RIVERS,2017
Pierre,Legendre,10.1111/ecog.02423,48391989,JOURNAL_ARTICLE,Ecography,0906-7590,Wiley,Modelling habitat distributions for multiple species using phylogenetics,2016
Pierre,Legendre,10.1111/ecog.02423,48742566,JOURNAL_ARTICLE,Ecography,0906-7590,Wiley,Modelling habitat distributions for multiple species using phylogenetics,2017
Pierre,Legendre,10.1111/ecog.02423,48971320,JOURNAL_ARTICLE,Ecography,0906-7590,Wiley,Modelling habitat distributions for multiple species using phylogenetics,2017
Pierre,Legendre,10.1111/ECOG.02423,59829842,JOURNAL_ARTICLE,Ecography,0906-7590,Wiley,Modelling habitat distributions for multiple species using phylogenetics,2017
Pierre,Legendre,10.3389/fmicb.2016.01363,48391984,JOURNAL_ARTICLE,Frontiers in Microbiology,1664-302X,Frontiers Media SA,The Willow Microbiome Is Influenced by Soil Petroleum-Hydrocarbon Concentration with Plant Compartment-Specific Effects,2016
Pierre,Legendre,10.3389/fmicb.2016.01363,48742472,JOURNAL_ARTICLE,Frontiers in Microbiology,1664-302X,Frontiers Media SA,The willow microbiome is influenced by soil petroleum-hydrocarbon concentration with plant compartment-specific effects,2016
Pierre,Legendre,10.3389/fmicb.2016.01363,48971327,JOURNAL_ARTICLE,Frontiers in Microbiology,1664-302X,Frontiers Media SA,The Willow Microbiome Is Influenced by Soil Petroleum-Hydrocarbon Concentration with Plant Compartment-Specific Effects,2016
Pierre,Legendre,10.3389/FMICB.2016.01363,59829836,JOURNAL_ARTICLE,Frontiers in Microbiology,1664-302X,Frontiers Media SA,The Willow Microbiome Is Influenced by Soil Petroleum-Hydrocarbon Concentration with Plant Compartment-Specific Effects,2016
Pierre,Legendre,10.1111/fwb.12815,48422025,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Using fish guilds to assess community responses to temperature and flow regimes in unregulated and regulated Canadian rivers,2016
Pierre,Legendre,10.1111/fwb.12815,48742548,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Using fish guilds to assess community responses to temperature and flow regimes in unregulated and regulated Canadian rivers,2016
Pierre,Legendre,10.1111/fwb.12815,48971328,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Using fish guilds to assess community responses to temperature and flow regimes in unregulated and regulated Canadian rivers,2016
Pierre,Legendre,10.1111/FWB.12815,59829835,JOURNAL_ARTICLE,Freshwater Biology,0046-5070,Wiley,Using fish guilds to assess community responses to temperature and flow regimes in unregulated and regulated Canadian rivers,2016
